date,year,quarter,industry,subindustry,institutional_sector,gva_constant,gva_current,total_gva,industry_share_pct,qoq_growth_pct,yoy_growth_pct,industry_rank,rolling_avg_4q,growth_contribution,volatility,cumulative_gva
2023-10-01,2023-24,q3,construction,not specified,total gross saving,585724.4929,574832.5066,11328526.25775673,5.170350313651344,82.07845384311159,78.3470804037593,7.0,518654.4427,480753.6075527259,64.99076449443335,13993212.1525
2024-01-01,2024-25,q4,construction,not specified,total gross saving,662063.865,652974.8443,9049961.108518334,7.315654255981588,13.033324203677,7.977029379495848,6.0,530882.28165,86288.9299608444,52.55070791093331,14655276.0175
2024-04-01,2024-25,q1,construction,not specified,total gross saving,8.683499954,7.960561082,10791802.79664104,8.04638494386012e-05,-99.99868841959015,-99.99843273058661,9.0,392371.2543499885,-8.683386062915714,77.71142726647355,14655284.700999953
2024-07-01,2024-25,q2,construction,not specified,total gross saving,348600.6591,579349.1998,11845237.45349586,2.942960497572112,4014417.8896375676,8.366083008337233,7.0,399099.4251249884,13994287222.30487,2007209.7607069977,15003885.360099955
2024-10-01,2024-25,q3,construction,not specified,total gross saving,623201.9211,614087.3074,10218171.035604276,6.098957620972582,78.77244486827766,6.398473796860427,7.0,408468.78217498853,490911.38971654477,2007210.311663141,15627087.281199954
2025-04-01,2025-26,q1,construction,not specified,total gross saving,398031.571,677203.3012,9178832.627800887,4.336407331303114,-36.13120282147988,-39.8801849727896,7.0,342460.7086749885,-143813.5942115327,2007218.5057560666,16025118.852199953
2025-07-01,2025-26,q2,construction,not specified,total gross saving,652428.1704,645895.1696,9302391.644091813,7.013553023370863,63.91367367188066,7513324.009399148,5.0,505565.5804,416990.8117728774,2007191.186314738,16677547.022599954
2025-10-01,2025-26,q3,construction,not specified,total gross saving,664176.8769,656822.2403,15476576.0082,4.291497528575424,1.800766280952737,90.52656946052231,7.0,584459.63485,11960.27324510017,53.73864350978107,17341723.899499953
2011-01-01,2011-12,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,47276.5575,47417.65529,4301423.11044,1.099091074887632,0.0,0.0,9.0,0.0,0.0,0.0,47276.5575
2011-04-01,2011-12,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,46302.44103,44661.96922,3938264.8558900002,1.1757066303133694,-2.0604640471125646,0.0,9.0,0.0,-954.0451503586467,0.0,93578.99853000001
2011-07-01,2011-12,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,46466.05263,46631.13318,3826414.27375,1.2143497620936345,0.3533541566285603,0.0,9.0,0.0,164.18972838931947,0.0,140045.05116
2011-10-01,2011-12,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,46622.94884,47957.24231,4147791.06158,1.1240428495026487,0.33765771164022684,0.0,9.0,46667.0,157.42598215233767,0.0,186668.0
2012-01-01,2012-13,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,47861.15256,54095.18658,4492506.422524471,1.06535523956147,2.655781650039457,1.236543206429519,9.0,46813.148765000005,1271.08770718587,1.925608066321731,234529.15256000002
2012-04-01,2012-13,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,48479.91923,54330.4401,4149183.697652691,1.1684206524147496,1.2928369604645384,4.702728736459449,9.0,47357.518314999994,626.7663142087953,1.0926928089780379,283009.07179
2012-07-01,2012-13,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,47289.98333,52470.72118,4095824.506597485,1.1545900771340691,-2.454492331875935,1.7731884964724776,9.0,47563.50099,-1160.7290145802579,2.162120160841095,330299.05512000003
2012-10-01,2012-13,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,48003.94487,54453.29718,4355061.397125292,1.102256443541454,1.5097521498745659,2.962052088852829,9.0,47908.7499975,724.7405896994263,2.219058834807546,378302.99999
2013-01-01,2013-14,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,50423.25627,67231.4544,4697162.941710639,1.0734832258477407,5.039817886950249,5.3532010262144825,9.0,48549.275925,2541.2402886782224,3.061463146428041,428726.25626
2013-04-01,2013-14,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,49464.09865,62946.29259,4412465.533523093,1.1210081591392247,-1.9022127703614111,2.030076443260609,9.0,48795.320779999995,-940.9124012644663,3.469865403888289,478190.35491
2013-07-01,2013-14,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,50076.28589,65066.07918,4387801.539031064,1.1412614140487787,1.2376395339410484,5.8919508187528,9.0,49491.89642,619.7639113039829,2.83848457762129,528266.6408
2013-10-01,2013-14,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,49637.35919,64910.78117,4629888.204322178,1.0721070790361986,-0.8765160838089425,3.402666852533631,9.0,49900.25,-435.07943687836627,3.0690896816809805,577903.99999
2014-01-01,2014-15,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,52046.48335,70264.30551,4997229.954167832,1.0415066712427705,4.853449497138729,3.2192032012136496,9.0,50306.05677,2526.0497844289675,2.9850452269470416,629950.48334
2014-04-01,2014-15,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,53899.6147,69661.88155,4754315.445346664,1.1336987484234942,3.5605313379928782,8.96714217191139,9.0,51414.935782500004,1919.112672450916,2.535269458850592,683850.09804
2014-07-01,2014-15,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,54880.05047,71640.89171,4758720.083496482,1.1532523348100934,1.819003299851052,9.592893112225177,9.0,52615.8769275,998.2699290092228,2.478207368374144,738730.14851
2014-10-01,2014-15,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,53220.85147,70690.69641,4914026.632749397,1.0830395406347837,-3.0233190126291776,7.219345143409517,9.0,53511.749997499996,-1609.0361211756451,3.449046655380757,791950.99998
2015-01-01,2015-16,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,55877.95217,82579.18169,5432905.286661215,1.0285095951735193,4.992593366338327,7.361628631533645,9.0,54469.6172025,2789.758933285123,3.490527867856382,847828.95215
2015-04-01,2015-16,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,55231.76083,83639.89022,5120390.113643242,1.0786631409750473,-1.1564334677728771,2.471531823399098,9.0,54802.653735,-638.7185670783906,3.5109783436823383,903060.71298
2015-07-01,2015-16,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,57848.30607,87112.00423,5156457.61244469,1.1218613710774588,4.737392400096696,5.408624034743892,9.0,55544.717635,2740.5012553448555,4.088414489312558,960909.01905
2015-10-01,2015-16,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,55199.98093,81633.5358,5274015.488085801,1.0466404782977758,-4.5780513206304825,3.7187106281371785,9.0,56039.49999999999,-2527.0834559536393,4.67880898368549,1016108.99998
2016-01-01,2016-17,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,60763.03566,89245.00387,5803908.400888491,1.0469330572256808,10.078001180932672,8.742416821464571,9.0,57260.7708725,6123.699451385341,6.472741837636966,1076872.03564
2016-04-01,2016-17,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,62529.07013,88421.81378,5597462.055325313,1.1170968112327104,2.9064289675747146,13.212161246245024,9.0,59085.098197499996,1817.3630074134282,6.061495889902964,1139401.10577
2016-07-01,2016-17,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,62354.64698,89213.46001,5583995.722212486,1.116667169567492,-0.2789472954537353,7.7899271666607595,9.0,60211.683424999996,-173.93660134043424,6.178889242300448,1201755.75275
2016-10-01,2016-17,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,60850.24723,88828.72233,5671235.64840239,1.0729627721807287,-2.412650576760589,10.235993210152007,9.0,61624.25,-1468.1038407548392,5.459747627825754,1262605.99998
2017-01-01,2017-18,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,67558.60072,107153.5521,6233203.378412149,1.083850415566096,11.024365216864208,11.183715537229965,9.0,63323.141265000006,7447.906878775853,5.896404801271315,1330164.6007
2017-04-01,2017-18,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,69161.2695,107019.5807,5876219.887781231,1.1769687115318996,2.372264616080977,10.606585634827814,9.0,64981.1911075,1640.6883243809048,5.899534866485439,1399325.8702
2017-07-01,2017-18,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,69358.69971,107508.1052,5893345.636374887,1.1768985562615653,0.28546354256844264,11.232607462674803,9.0,66732.20429000001,197.99380127157417,5.811384081685489,1468684.56991
2017-10-01,2017-18,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,66571.44966,104036.4909,6065596.995801516,1.097525102740578,-4.018601936965293,9.402102194219797,9.0,68162.50489750001,-2675.2415655026352,6.325850459548448,1535256.01957
2018-01-01,2018-19,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,70967.13475,108489.1273,6532017.894423168,1.0864504031838234,6.60295834392981,5.045299922843038,9.0,69014.638405,4685.930345423037,4.41918116902657,1606223.15432
2018-04-01,2018-19,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,74424.6517,112151.651,6294293.128662696,1.182414771264593,4.8719973860858135,7.610303046851974,9.0,70330.483955,3625.9670854274714,4.781287639297403,1680647.80602
2018-07-01,2018-19,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,76047.56782,116805.3387,6255112.122874398,1.2157666613504927,2.1806163454306082,9.643877607232021,8.0,72002.7009825,1658.3056941853472,4.655529623753755,1756695.37384
2018-10-01,2018-19,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,72707.65348,112012.8111,6386199.739896134,1.1385120485001072,-4.391875290351665,9.217470629435587,9.0,73536.7519375,-3193.2294673826323,4.827872343732006,1829403.0273199999
2019-01-01,2019-20,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,72963.17812,126871.4982,6765017.144594635,1.0785364849858339,0.35144118640864086,2.8126306311105465,9.0,74035.76277999999,256.42265882637787,3.900223033037125,1902366.20544
2019-04-01,2019-20,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,79722.32823,129833.5322,6586064.565056331,1.2104698859616803,9.263782477900651,7.118174434130409,9.0,75360.1819125,7385.303073545185,5.665102515278304,1982088.53367
2019-07-01,2019-20,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,77536.23947,127323.7107,6519555.698153948,1.1892871701664403,-2.7421285962611397,1.9575532691901376,8.0,75732.349825,-2126.143394972387,6.088511082727589,2059624.77314
2019-10-01,2019-20,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,70576.20553,118970.603,6601578.972765508,1.0690806823815742,-8.97649149297851,-2.931531754887806,9.0,75199.4878375,-6335.267085467481,7.592359675735637,2130200.97867
2020-01-01,2020-21,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,74909.79171,136862.1677,5926912.380410746,1.2638923422857928,6.140293527338914,2.667939692537069,7.0,75686.141235,4599.681091712192,8.331104225221154,2205110.77038
2020-04-01,2020-21,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,67513.83278,114069.7326,5215483.73461598,1.2944884159430916,-9.873153777589117,-15.313771839149414,8.0,72634.0173725,-6665.744531513769,7.3844877436723335,2272624.60316
2020-07-01,2020-21,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,74605.84819,122169.415,6176738.876057046,1.2078517432426257,10.504536800791598,-3.779382776403295,8.0,71901.4195525,7836.998778661263,10.406564607783308,2347230.45135
2020-10-01,2020-21,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,0.860720399,7.319151136,6726569.789464727,1.2795829463452166e-05,-99.99884630974665,-99.99878043826168,10.0,54257.583350099754,-0.8607104689526481,51.873148582124195,2347231.312070399
2021-01-01,2021-22,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,80302.95523,161687.2494,7031936.312272883,1.1419750075074877,9329637.661997717,7.199544140876379,8.0,55605.874230099755,7491974754.835245,4664835.392489848,2427534.267300399
2021-04-01,2021-22,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,78875.8009,128254.807,5728653.98683535,1.3768644620753738,-1.7772127139187077,16.82909657495526,7.0,58446.36626009975,-1401.7907618000065,4664834.043181348,2506410.068200399
2021-07-01,2021-22,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,83053.68009,137800.1357,6794105.224775558,1.2224373532975956,5.296781956352836,11.323283770577541,8.0,60558.32423509975,4399.172341094128,4664834.911125904,2589463.748290399
2021-10-01,2021-22,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,75733.75953,150050.3774,7138266.577456275,1.0609544867542304,-8.813481295552306,8798780.521245785,9.0,79491.5489375,-6674.780730595111,4664819.713321091,2665197.507820399
2022-01-01,2022-23,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,87222.62808,160978.2373,10827366.844281292,0.8055756245671912,15.170075566430818,8.616959151977643,9.0,81221.46715,13231.738590762903,10.241397832234233,2752420.135900399
2022-04-01,2022-23,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,153943.6799,135948.9788,9490641.78079738,1.6220576379932234,76.49511748121589,95.17225580399777,8.0,99988.4369,117759.39879441193,37.61581501473292,2906363.815800399
2022-07-01,2022-23,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,149588.6945,141751.88,7446320.694339953,2.008894065141518,-2.828947185638875,80.11085642189515,8.0,116622.19050249999,-4231.785163091685,39.0146305220559,3055952.510300399
2022-10-01,2022-23,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,83214.69466,157295.3334,10311926.864301289,0.8069752215570859,-44.37100013597619,9.877939741043251,8.0,118492.424285,-36923.19228074077,50.2133899065861,3139167.204960399
2023-01-01,2023-24,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,94910.62293,200715.371,10826888.995540211,0.8766195254157992,14.055123698749883,8.814220597605281,9.0,120414.42299749999,13339.805456065571,50.186473649772005,3234077.827890399
2023-04-01,2023-24,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,96203.00372,186449.2143,9071912.511514291,1.0604489802772767,1.3616819172635353,-37.50766268385143,9.0,105979.2539525,1309.978905519606,25.32237193809243,3330280.831610399
2023-07-01,2023-24,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,100019.1847,187449.8515,7835755.788911809,1.2764459152942815,3.9668002374510625,-33.137203293127214,8.0,93586.8765025,3967.5612561762164,25.999036389583438,3430300.016310399
2023-10-01,2023-24,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,10.12849895,21.94957299,11328526.25775673,8.940703070767865e-05,-99.98987344379942,-99.98782847309434,9.0,72785.73496223749,-10.127473281861553,53.506350689816344,3430310.144809349
2024-01-01,2024-25,q4,"electricity, gas, water supply & other utility services",not specified,total gross saving,165511.107,212722.4431,9049961.108518334,1.828859870394488,1634012.89093336,74.38628247342807,7.0,90435.8559797375,2704472824.3065066,817022.2237990234,3595821.251809349
2024-04-01,2024-25,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,177516.6164,200701.0571,10791802.79664104,1.6449208695256388,7.25359742775451,84.52294578728983,7.0,110764.25914973751,12876.340721027242,817021.2418969506,3773337.868209349
2024-07-01,2024-25,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,170678.5091,193799.722,11845237.45349586,1.4409040744863075,-3.8520942087988175,70.64577122072862,8.0,128429.0902497375,-6574.696964705263,817022.5449472913,3944016.377309349
2024-10-01,2024-25,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,96300.76871,201695.8324,10218171.035604276,0.9424462398843085,-43.577683436654766,950690.1337147299,8.0,152501.7503025,-41965.64413550889,817013.1417881117,4040317.146019349
2025-04-01,2025-26,q1,"electricity, gas, water supply & other utility services",not specified,total gross saving,106470.2055,203869.9635,9178832.627800887,1.159953665322566,10.560078518816617,-35.67186672251549,8.0,137741.5249275,11243.337299945408,24.891260233762853,4146787.351519349
2025-07-01,2025-26,q2,"electricity, gas, water supply & other utility services",not specified,total gross saving,177280.8948,204417.2734,9302391.644091813,1.9057560849160295,66.50751632108009,-0.13278847061214405,8.0,137682.59452749998,117905.12004326683,45.56693932189323,4324068.246319349
2025-10-01,2025-26,q3,"electricity, gas, water supply & other utility services",not specified,total gross saving,160245.6859,198990.13,15476576.0082,1.0354078693833608,-9.609162295360886,-6.112558197873308,8.0,135074.38872750002,-15398.268029445235,46.12867060463486,4484313.932219349
2011-01-01,2011-12,q4,"financial, real estate & professional services",not specified,total gross saving,375416.4876,385053.4665,4301423.11044,8.727727497646656,0.0,0.0,5.0,0.0,0.0,0.0,375416.4876
2011-04-01,2011-12,q1,"financial, real estate & professional services",not specified,total gross saving,404493.0137,395101.9976,3938264.8558900002,10.270843340946136,7.745138282520125,0.0,2.0,0.0,31328.543254198077,0.0,779909.5013
2011-07-01,2011-12,q2,"financial, real estate & professional services",not specified,total gross saving,410625.8989,407657.0384,3826414.27375,10.731349757839324,1.516190636743242,0.0,2.0,0.0,6225.871431164571,0.0,1190535.4002
2011-10-01,2011-12,q3,"financial, real estate & professional services",not specified,total gross saving,340343.2386,343064.8699,4147791.06158,8.205409422680866,-17.11598330457864,0.0,4.0,382719.65969999996,-58253.09189703825,0.0,1530878.6387999998
2012-01-01,2012-13,q4,"financial, real estate & professional services",not specified,total gross saving,406740.0905,435169.4356,4492506.422524471,9.053745331574635,19.50879123473206,8.343693986443878,3.0,390550.560425,79350.07512360525,15.295762970607756,1937618.7293
2012-04-01,2012-13,q1,"financial, real estate & professional services",not specified,total gross saving,442486.8329,461069.5904,4149183.697652691,10.664431009654432,8.788595772808371,9.392948187772365,2.0,400049.015225,38888.37909148304,15.414071970376277,2380105.5622
2012-07-01,2012-13,q2,"financial, real estate & professional services",not specified,total gross saving,452821.4266,479903.8209,4095824.506597485,11.055684291907596,2.3355708987470747,10.275905103169336,2.0,410597.89715,10575.965462960945,15.39011562018581,2832926.9888
2012-10-01,2012-13,q3,"financial, real estate & professional services",not specified,total gross saving,377983.1247,400489.21,4355061.397125292,8.67916867829925,-16.527111462441567,11.059390001350234,4.0,420007.86867500003,-62469.692328388504,15.129319546704501,3210910.1135
2013-01-01,2013-14,q4,"financial, real estate & professional services",not specified,total gross saving,438454.7361,490537.1099,4697162.941710639,9.33445872627789,15.998495024875915,7.797275542967408,3.0,427936.53007499996,70146.15914129131,13.949016001658752,3649364.8496
2013-04-01,2013-14,q1,"financial, real estate & professional services",not specified,total gross saving,494882.784,533978.443,4412465.533523093,11.21556146422441,12.86975444761309,11.841245253921763,2.0,441035.51784999995,63690.199104311476,14.678002602755658,4144247.6336
2013-07-01,2013-14,q2,"financial, real estate & professional services",not specified,total gross saving,524246.0245,585665.6094,4387801.539031064,11.947806204010005,5.9333728004569375,15.7732372419499,2.0,458891.667325,31105.47102515981,14.679274645376674,4668493.6581
2013-10-01,2013-14,q3,"financial, real estate & professional services",not specified,total gross saving,409823.1533,459327.059,4629888.204322178,8.851685725746346,-21.82617814014535,8.423664052534363,4.0,466851.674475,-89448.73149881896,17.234450479456736,5078316.8114
2014-01-01,2014-15,q4,"financial, real estate & professional services",not specified,total gross saving,481400.8921,526607.7655,4997229.954167832,9.63335480886762,17.465518534918758,9.794889292792398,3.0,477588.213475,84079.16203698974,17.607911709667743,5559717.7035
2014-04-01,2014-15,q1,"financial, real estate & professional services",not specified,total gross saving,540066.6635,620774.0982,4754315.445346664,11.359504216923511,12.186469190799421,9.130218500387354,2.0,488884.18335,65815.05755720589,17.491069712317454,6099784.367
2014-07-01,2014-15,q2,"financial, real estate & professional services",not specified,total gross saving,592769.1797,695118.2536,4758720.083496482,12.456483451417071,9.758520523827885,13.070801112007292,2.0,506014.97215,57845.5020599507,17.775104103793865,6692553.5467
2014-10-01,2014-15,q3,"financial, real estate & professional services",not specified,total gross saving,459477.7031,520846.5728,4914026.632749397,9.35032993182868,-22.486235986064372,12.11609188016074,3.0,518428.60959999997,-103319.2406224142,18.09978041077411,7152031.249799999
2015-01-01,2015-16,q4,"financial, real estate & professional services",not specified,total gross saving,523545.891,584570.0548,5432905.286661215,9.6365731293973,13.943699001658928,8.754657415808321,3.0,528964.859325,73001.66317659334,17.30982254892345,7675577.1408
2015-04-01,2015-16,q1,"financial, real estate & professional services",not specified,total gross saving,594978.047,690657.2788,5120390.113643242,11.619779622155846,13.64391493237791,10.167519532521553,2.0,542692.7052,81178.29859900346,17.571174714265425,8270555.1877999995
2015-07-01,2015-16,q2,"financial, real estate & professional services",not specified,total gross saving,669972.5855,773346.7882,5156457.61244469,12.992884570273123,12.604589174027115,13.024193639600611,2.0,561993.55665,84447.29198088257,17.950991761519976,8940527.7733
2015-10-01,2015-16,q3,"financial, real estate & professional services",not specified,total gross saving,506287.9353,577563.7114,5274015.488085801,9.599667206964476,-24.4315444754866,10.187704840557267,3.0,573696.1147,-123693.96208684232,18.923174505539947,9446815.7086
2016-01-01,2016-17,q4,"financial, real estate & professional services",not specified,total gross saving,540428.881,635270.5989,5803908.400888491,9.31146468330321,6.7433852003149,3.2247392807825515,4.0,577916.8622000001,36443.201179581425,17.97299656371623,9987244.5896
2016-04-01,2016-17,q1,"financial, real estate & professional services",not specified,total gross saving,675148.7413,783003.3292,5597462.055325313,12.06169393605227,24.92832360304591,13.474563423682074,2.0,597959.535775,168303.26303315526,21.009656787089412,10662393.3309
2016-07-01,2016-17,q2,"financial, real estate & professional services",not specified,total gross saving,745019.2409,874052.5279,5583995.722212486,13.342045337470443,10.348904667357338,11.201451674920794,2.0,616721.199625,77101.33099421031,20.764961817606583,11407412.5718
2016-10-01,2016-17,q3,"financial, real estate & professional services",not specified,total gross saving,532369.6916,619110.1838,5671235.64840239,9.387190457338352,-28.542826497086782,5.151565834675731,3.0,623241.6387,-151953.35739646398,22.68093655068212,11939782.2634
2017-01-01,2017-18,q4,"financial, real estate & professional services",not specified,total gross saving,552145.9772,685674.0021,6233203.378412149,8.85814153140394,3.7147654932352836,2.1681106639450443,4.0,626170.9127499999,20510.928233312356,22.581093112333768,12491928.2406
2017-04-01,2017-18,q1,"financial, real estate & professional services",not specified,total gross saving,694096.26,844181.7951,5876219.887781231,11.811951786271225,25.708832204093433,2.806421391457614,2.0,630907.792425,178444.0428182881,22.840095615692864,13186024.500599999
2017-07-01,2017-18,q2,"financial, real estate & professional services",not specified,total gross saving,740832.572,914863.4827,5893345.636374887,12.570662196146037,6.733404960286071,-0.561954466429937,2.0,629861.1252,49883.25715046289,22.511340128322576,13926857.0726
2017-10-01,2017-18,q3,"financial, real estate & professional services",not specified,total gross saving,550115.4494,682492.4196,6065596.995801516,9.069436195328818,-25.743620057785467,3.3333523827523637,4.0,634297.56465,-141619.63117271508,21.257991577398016,14476972.522
2018-01-01,2018-19,q4,"financial, real estate & professional services",not specified,total gross saving,600327.7,776837.3613,6532017.894423168,9.190539733709869,9.127584156155844,8.726265297509794,4.0,646342.99535,54795.41603021478,21.522952091991556,15077300.222
2018-04-01,2018-19,q1,"financial, real estate & professional services",not specified,total gross saving,735941.1907,946708.535,6294293.128662696,11.69219760911199,22.589910593830687,6.028692720516893,2.0,656804.2280250001,166248.457002303,20.50464037043129,15813241.4127
2018-07-01,2018-19,q2,"financial, real estate & professional services",not specified,total gross saving,791141.7734,1036517.086,6255112.122874398,12.647923136451283,7.500678504962499,6.790900306149061,2.0,669381.528375,59341.00094119292,20.55253519571729,16604383.1861
2018-10-01,2018-19,q3,"financial, real estate & professional services",not specified,total gross saving,586811.0566,769435.2046,6386199.739896134,9.188736345561658,-25.827319915351087,6.670528384546026,4.0,678555.430175,-151557.56888673393,20.59205952884924,17191194.2427
2019-01-01,2019-20,q4,"financial, real estate & professional services",not specified,total gross saving,627211.4544,840305.5625,6765017.144594635,9.271394898106841,6.884736977193495,4.478179900744217,3.0,685276.368775,43181.858926269924,20.41196369442607,17818405.6971
2019-04-01,2019-20,q1,"financial, real estate & professional services",not specified,total gross saving,797124.7262,1065421.697,6586064.565056331,12.103202425759733,27.090269255771425,8.3136446598137,2.0,700572.25265,215943.23463191077,21.934562477476163,18615530.4233
2019-07-01,2019-20,q2,"financial, real estate & professional services",not specified,total gross saving,857419.0396,1146307.624,6519555.698153948,13.151494968327112,7.563974798201412,8.377419626720982,2.0,717141.5692,64854.96007032459,21.93803688116822,19472949.4629
2019-10-01,2019-20,q3,"financial, real estate & professional services",not specified,total gross saving,616488.2106,829077.9104,6601578.972765508,9.338496337668488,-28.099542682466925,5.057361081767997,4.0,724560.8577,-173230.3678699236,22.970456964869847,20089437.6735
2020-01-01,2020-21,q4,"financial, real estate & professional services",not specified,total gross saving,677775.923,963462.5442,5926912.380410746,11.435565088496025,9.941424887971717,8.061789727416668,3.0,737201.9748499999,67380.58429380202,23.17672744710972,20767213.5965
2020-04-01,2020-21,q1,"financial, real estate & professional services",not specified,total gross saving,788544.6353,1037357.179,5215483.73461598,15.119300057755067,16.342969489047498,-1.0763799714133215,2.0,735056.952125,128871.60915459985,20.037135047404526,21555758.2318
2020-07-01,2020-21,q2,"financial, real estate & professional services",not specified,total gross saving,812790.6572,1088313.734,6176738.876057046,13.15889619926509,3.0747811619789456,-5.20496750583237,2.0,723899.856525,24991.53401391047,19.702508215517877,22368548.889
2020-10-01,2020-21,q3,"financial, real estate & professional services",not specified,total gross saving,675018.9272,939045.3788,6726569.789464727,10.035113710664634,-16.950456895581546,9.494215070720458,2.0,738532.535675,-114418.79229205297,14.42454822046177,23043567.8162
2021-01-01,2021-22,q4,"financial, real estate & professional services",not specified,total gross saving,717127.6468,1108138.037,7031936.312272883,10.198153324403586,6.238153909945643,5.8060079245394025,3.0,748370.4666250001,44735.52633815538,13.950307993295613,23760695.463
2021-04-01,2021-22,q1,"financial, real estate & professional services",not specified,total gross saving,817426.0997,1175585.142,5728653.98683535,14.269077894710941,13.986136686760918,3.662628988530514,2.0,755590.832725,114326.33161730059,13.18108017978739,24578121.5627
2021-07-01,2021-22,q2,"financial, real estate & professional services",not specified,total gross saving,876146.0632,1278874.508,6794105.224775558,12.895679919778447,7.1835195281323205,7.794799981861789,2.0,771429.6842250001,62938.12354493454,13.492077505763534,25454267.6259
2021-10-01,2021-22,q3,"financial, real estate & professional services",not specified,total gross saving,712147.3787,1083275.29,7138266.577456275,9.976474974317561,-18.71818996720911,5.500357101690456,2.0,780711.7971,-133301.09919156609,14.348319268164527,26166415.0046
2022-01-01,2022-23,q4,"financial, real estate & professional services",not specified,total gross saving,795386.6348,1295590.388,10827366.844281292,7.346076347455622,11.688487325748543,10.912839345855762,4.0,800276.5441,92968.66599929584,15.102116541286765,26961801.6394
2022-04-01,2022-23,q1,"financial, real estate & professional services",not specified,total gross saving,917743.4621,1480604.882,9490641.78079738,9.669983161274617,15.383314472057563,12.272346385418453,2.0,825355.8847,141179.36282159144,15.436861467014417,27879545.1015
2022-07-01,2022-23,q2,"financial, real estate & professional services",not specified,total gross saving,967000.9249,1556236.836,7446320.694339953,12.986291681407572,5.367236579085843,10.3698305015679,2.0,848069.600125,51901.22736133123,15.333835614792434,28846546.0264
2022-10-01,2022-23,q3,"financial, real estate & professional services",not specified,total gross saving,779145.5607,1268007.008,10311926.864301289,7.555770817162337,-19.426596124448025,9.407909655204083,3.0,864819.145625,-151361.46129875502,15.675203903462723,29625691.5871
2023-01-01,2023-24,q4,"financial, real estate & professional services",not specified,total gross saving,1705852.195,1814041.156,10826888.995540211,15.755700420524041,118.93883261908447,114.46830011531897,2.0,1092435.535675,2028920.6869400283,61.02870258423424,31331543.7821
2023-04-01,2023-24,q1,"financial, real estate & professional services",not specified,total gross saving,1502218.032,1560036.928,9071912.511514291,16.559000432305186,-11.937386110993053,63.68605106296184,2.0,1238554.17815,-179325.56670880117,64.641547720706,32833761.8141
2023-07-01,2023-24,q2,"financial, real estate & professional services",not specified,total gross saving,1047186.614,1706883.487,7835755.788911809,13.36420687691478,-30.290637464535507,8.292203971603463,2.0,1258600.600425,-317199.50082388485,70.15100898419884,33880948.4281
