date,year,quarter,industry,subindustry,institutional_sector,gva_constant,gva_current,total_gva,industry_share_pct,qoq_growth_pct,yoy_growth_pct,industry_rank,rolling_avg_4q,growth_contribution,volatility,cumulative_gva
2023-10-01,2023-24,q3,"financial, real estate & professional services",not specified,total gross saving,844745.1008,1402130.785,11328526.25775673,7.456796070200185,-19.331942415375448,8.419420376478048,3.0,1275000.48545,-163305.6364433613,70.13584490978728,34725693.5289
2024-01-01,2024-25,q4,"financial, real estate & professional services",not specified,total gross saving,934864.0234,1591081.967,9049961.108518334,10.330033601139492,10.668179373239873,-45.19665735752682,2.0,1082253.44255,99732.97091219918,17.321128404133102,35660557.5523
2024-04-01,2024-25,q1,"financial, real estate & professional services",not specified,total gross saving,1125793.254,1864811.509,10791802.79664104,10.431929448807239,20.423208704257423,-25.057932336149726,2.0,988147.24805,229923.1058428709,24.05765957771821,36786350.8063
2024-07-01,2024-25,q2,"financial, real estate & professional services",not specified,total gross saving,1708669.604,1843250.613,11845237.45349586,14.42495020220742,51.77472399386043,63.167632316583465,2.0,1153517.99555,884658.971437988,29.303673652748216,38495020.4103
2024-10-01,2024-25,q3,"financial, real estate & professional services",not specified,total gross saving,1762210.595,1915020.24,10218171.035604276,17.245851423505627,3.1334899897944135,108.60856053869168,2.0,1382884.3691,55218.692593421576,21.388278880457815,40257231.0053
2025-04-01,2025-26,q1,"financial, real estate & professional services",not specified,total gross saving,1232476.169,2070505.376,9178832.627800887,13.427373817309524,-30.06078998180124,31.834805720474368,2.0,1457287.4054999999,-370492.07273883966,34.15085067686838,41489707.1743
2025-07-01,2025-26,q2,"financial, real estate & professional services",not specified,total gross saving,1237877.367,2091052.378,9302391.644091813,13.307087191778338,0.43823954863018155,9.956012136487736,2.0,1485308.43375,5424.868185735976,33.835103847392226,42727584.5413
2025-10-01,2025-26,q3,"financial, real estate & professional services",not specified,total gross saving,1960174.296,2161130.609,15476576.0082,12.665426092705745,58.34963529145776,14.719328500444263,2.0,1548184.60675,1143754.5527928998,36.80836765819096,44687758.8373
2011-01-01,2011-12,q4,manufacturing,not specified,total gross saving,387183.9968,394465.3127,4301423.11044,9.001299961872254,0.0,0.0,3.0,0.0,0.0,0.0,387183.9968
2011-04-01,2011-12,q1,manufacturing,not specified,total gross saving,356022.3076,350857.0543,3938264.8558900002,9.040080355884122,-8.048289561951238,0.0,3.0,0.0,-28653.70622078873,0.0,743206.3044
2011-07-01,2011-12,q2,manufacturing,not specified,total gross saving,333104.4928,329936.5303,3826414.27375,8.70539541641286,-6.437185061377882,0.0,4.0,0.0,-21442.552649300163,0.0,1076310.7972
2011-10-01,2011-12,q3,manufacturing,not specified,total gross saving,333674.4533,334726.6737,4147791.06158,8.044630222354904,0.17110561770243837,0.0,5.0,352496.312625,570.9357344341993,0.0,1409985.2505
2012-01-01,2012-13,q4,manufacturing,not specified,total gross saving,398803.2082,424523.1694,4492506.422524471,8.877075972568132,19.518651864379933,3.000953421636865,5.0,355401.115475,77841.00983253629,12.655015133722456,1808788.4587
2012-04-01,2012-13,q1,manufacturing,not specified,total gross saving,358339.6807,374606.4309,4149183.697652691,8.636389873572549,-10.146239214732567,0.650906713015198,4.0,355980.45875,-36358.00120513087,13.203260240759278,2167128.1394
2012-07-01,2012-13,q2,manufacturing,not specified,total gross saving,373953.3322,395938.8808,4095824.506597485,9.13011120465836,4.357220911035986,12.263070682906129,4.0,366192.6686,16293.972788134268,12.310306719426077,2541081.4716
2012-10-01,2012-13,q3,manufacturing,not specified,total gross saving,355777.8855,377768.4155,4355061.397125292,8.169296665595654,-4.860351582662014,6.624250667499321,5.0,371718.52665,-17292.056088660698,12.99828567771766,2896859.3571
2013-01-01,2013-14,q4,manufacturing,not specified,total gross saving,412859.9953,459731.8884,4697162.941710639,8.789560856699648,16.044310826058926,3.5247427329999192,5.0,375232.723425,66240.54092238427,11.484745313163739,3309719.3524
2013-04-01,2013-14,q1,manufacturing,not specified,total gross saving,383075.9169,413130.914,4412465.533523093,8.681674995297618,-7.214086794327878,6.903013406631064,4.0,381416.782475,-27635.429133333335,10.56308396850348,3692795.2693
2013-07-01,2013-14,q2,manufacturing,not specified,total gross saving,387587.2748,424394.5191,4387801.539031064,8.833290916926678,1.1776668020552439,3.645894133310801,4.0,384825.268125,4564.4866643102305,10.453844343550836,4080382.5441
2013-10-01,2013-14,q3,manufacturing,not specified,total gross saving,377185.5845,416194.2792,4629888.204322178,8.146753611628956,-2.6837027364655874,6.017152800240599,5.0,390177.19287499995,-10122.53985278022,10.077056197329819,4457568.1286
2014-01-01,2014-15,q4,manufacturing,not specified,total gross saving,448178.3839,495541.5169,4997229.954167832,8.968536329335945,18.821715971491493,8.55456789276381,4.0,399006.790025,84354.86246327875,11.39266801282679,4905746.5125
2014-04-01,2014-15,q1,manufacturing,not specified,total gross saving,422168.544,471159.1579,4754315.445346664,8.879691489827456,-5.803457023889724,10.20492946054996,4.0,408779.94680000003,-24500.370019420978,11.005959678550607,5327915.0565
2014-07-01,2014-15,q2,manufacturing,not specified,total gross saving,423756.92,476473.8147,4758720.083496482,8.904850728026926,0.3762421484439171,9.332000184645883,4.0,417822.3581,1594.352139987771,11.054420287781047,5751671.9765
2014-10-01,2014-15,q3,manufacturing,not specified,total gross saving,389832.8586,435194.6591,4914026.632749397,7.933063610237061,-8.005547472829477,3.353064014035767,5.0,420984.17662499996,-31208.254559911205,12.177947948995502,6141504.8351
2015-01-01,2015-16,q4,manufacturing,not specified,total gross saving,514411.2862,575341.9164,5432905.286661215,9.468438322732675,31.95688225138238,14.778245600255957,4.0,437542.4022,164389.8090187556,18.55951715072955,6655916.1213
2015-04-01,2015-16,q1,manufacturing,not specified,total gross saving,466223.7299,530751.5066,5120390.113643242,9.10523845942422,-9.367515370038937,10.43544966249308,4.0,448556.19867499993,-43673.57955715132,19.298291422503645,7122139.8512
2015-07-01,2015-16,q2,manufacturing,not specified,total gross saving,472854.5688,534068.6317,5156457.61244469,9.170143620667105,1.4222439731718994,11.586276585170573,3.0,460830.61087499995,6725.145606625973,19.24452926116015,7594994.42
2015-10-01,2015-16,q3,manufacturing,not specified,total gross saving,450360.0024,506026.7443,5274015.488085801,8.539224115237815,-4.75718495373455,15.52643458978038,5.0,475962.396825,-21424.458271811356,18.627605185563812,8045354.4224
2016-01-01,2016-17,q4,manufacturing,not specified,total gross saving,546192.8951,626923.1581,5803908.400888491,9.410777313721665,21.279174924349363,6.178248757871052,3.0,483907.79905,116225.34157269701,13.50082949178703,8591547.317499999
2016-04-01,2016-17,q1,manufacturing,not specified,total gross saving,512044.7929,575996.9582,5597462.055325313,9.147802840625797,-6.2520224093628896,9.828127583687806,4.0,495363.0648,-32013.155198083798,12.680269498057056,9103592.1104
2016-07-01,2016-17,q2,manufacturing,not specified,total gross saving,508973.8945,575851.6061,5583995.722212486,9.114868990235092,-0.5997323754837525,7.638569675167317,3.0,504392.896225,-3052.4812280770184,12.799781184815352,9612566.0049
2016-10-01,2016-17,q3,manufacturing,not specified,total gross saving,487552.7616,554949.6324,5671235.64840239,8.596940628579693,-4.208689901678242,8.258450795318684,5.0,513691.08602499997,-20519.583842812594,12.699845240009415,10100118.7665
2017-01-01,2017-18,q4,manufacturing,not specified,total gross saving,606490.0796,714238.9495,6233203.378412149,9.729990227825645,24.394758345678103,11.039540250511791,3.0,528765.38215,147951.78930893078,14.2339241294841,10706608.8461
2017-04-01,2017-18,q1,manufacturing,not specified,total gross saving,511988.6024,588489.1239,5876219.887781231,8.712890466617969,-15.581702055592872,-0.010973746980569299,4.0,528751.3345250001,-79776.53858456202,16.851875760179983,11218597.4485
2017-07-01,2017-18,q2,manufacturing,not specified,total gross saving,553424.4673,638557.6106,5893345.636374887,9.390667058184327,8.093122523775943,8.733369880132425,4.0,539863.977725,44789.32021514333,17.134748518705923,11772021.9158
2017-10-01,2017-18,q3,manufacturing,not specified,total gross saving,537524.6139,625337.6803,6065596.995801516,8.861858350827854,-2.8729942999395908,10.249527073953502,5.0,552356.9408,-15443.051518119295,16.954977983129236,12309546.5297
2018-01-01,2018-19,q4,manufacturing,not specified,total gross saving,616940.2385,746787.0128,6532017.894423168,9.444864488609625,14.774323360525088,1.7230552075793382,3.0,554969.480525,91148.74577718468,13.291033425359212,12926486.7682
2018-04-01,2018-19,q1,manufacturing,not specified,total gross saving,565138.647,676170.0883,6294293.128662696,8.978587991501294,-8.396533127089912,10.381099178937504,4.0,568256.9916749999,-47452.05370934272,10.470708343001927,13491625.4152
2018-07-01,2018-19,q2,manufacturing,not specified,total gross saving,583153.9687,704495.0116,6255112.122874398,9.322837980273079,3.1877702570215494,5.371916703473856,4.0,575689.3670249999,18589.608766859354,9.933122439949733,14074779.3839
2018-10-01,2018-19,q3,manufacturing,not specified,total gross saving,563759.3492,685106.8429,6386199.739896134,8.827775080037963,-3.325814543153238,4.880657484622786,5.0,582248.05085,-18749.59042407965,10.004527533921058,14638538.7331
2019-01-01,2019-20,q4,manufacturing,not specified,total gross saving,587842.8354,706481.9367,6765017.144594635,8.689450785349399,4.271944444766285,-4.716405461045314,4.0,574973.7000750001,25112.319350826914,5.928228783387383,15226381.5685
2019-04-01,2019-20,q1,manufacturing,not specified,total gross saving,565388.3264,678351.2195,6586064.565056331,8.584615604890661,-3.8198150335064796,0.044180202738819396,4.0,575036.119925,-21596.788289517885,4.244162871910692,15791769.8949
2019-07-01,2019-20,q2,manufacturing,not specified,total gross saving,562324.6633,671070.4914,6519555.698153948,8.625199159802035,-0.5418688283692186,-3.571836344770807,4.0,569828.793575,-3047.062064654863,3.7093871110159093,16354094.5582
2019-10-01,2019-20,q3,manufacturing,not specified,total gross saving,544149.7233,649197.1206,6601578.972765508,8.242720802778594,-3.232107923799843,-3.478368195193049,5.0,564926.3870999999,-17587.506324114216,3.6888106596635817,16898244.2815
2020-01-01,2020-21,q4,manufacturing,not specified,total gross saving,703141.1828,876964.5151,5926912.380410746,11.863532606352972,29.218329568522993,19.613804992884653,2.0,593750.97395,205446.1081225147,15.938807510212568,17601385.4643
2020-04-01,2020-21,q1,manufacturing,not specified,total gross saving,397367.9044,464642.7654,5215483.73461598,7.619003809035147,-43.48675427918627,-29.71770271060199,4.0,551745.86845,-172802.4041707798,29.856136506782512,17998753.3687
2020-07-01,2020-21,q2,manufacturing,not specified,total gross saving,613999.7006,723396.2877,6176738.876057046,9.940515746586811,54.51668184603386,9.189537765735768,3.0,564664.627775,334732.26331170247,42.36655471805011,18612753.0693
2020-10-01,2020-21,q3,manufacturing,not specified,total gross saving,614651.3188,738491.1513,6726569.789464727,9.137663594343106,0.10612679442079109,12.956286198666533,4.0,582290.02665,652.3097415075573,42.07045426948732,19227404.3881
2021-01-01,2021-22,q4,manufacturing,not specified,total gross saving,701024.1695,958253.1491,7031936.312272883,9.969148444596946,14.052333096531534,-0.3010794064955413,4.0,581760.773325,98510.25138533382,40.4228978423175,19928428.5576
2021-04-01,2021-22,q1,manufacturing,not specified,total gross saving,50.11644018,64.85127327,5728653.98683535,0.0008748379688347272,-99.9928509682889,-99.98738789931822,9.0,482431.32633504504,-50.112857339799056,65.63260989464099,19928478.67404018
2021-07-01,2021-22,q2,manufacturing,not specified,total gross saving,647821.4805,845613.3121,6794105.224775558,9.535052211697245,1292532.6733767625,5.508435894504404,3.0,490886.771310045,8373304300.615571,646280.6444163164,20576300.15454018
2021-10-01,2021-22,q3,manufacturing,not specified,total gross saving,615672.9092,822768.8188,7138266.577456275,8.624963813265088,-4.962566427279802,0.16620649281195998,5.0,491142.16891004494,-30553.177093816055,646281.4891278585,21191973.06374018
2022-01-01,2022-23,q4,manufacturing,not specified,total gross saving,1053678.647,1049140.824,10827366.844281292,9.731624153443395,71.14260368693841,50.30560897087588,2.0,579305.7882850451,749614.4239691049,646271.9759491741,22245651.71074018
2022-04-01,2022-23,q1,manufacturing,not specified,total gross saving,747723.5398,749659.5676,9490641.78079738,7.878535056637426,-29.036851802122555,1491872.5685113496,3.0,766224.144125,-217115.37614131084,646260.1475679366,22993375.25054018
2022-07-01,2022-23,q2,manufacturing,not specified,total gross saving,603249.6184,849407.3112,7446320.694339953,8.101311280597114,-19.32183670968065,-6.880269247262161,4.0,755081.1786,-116558.90621901964,45.54473590354273,23596624.86894018
2022-10-01,2022-23,q3,manufacturing,not specified,total gross saving,589265.2987,821394.4899,10311926.864301289,5.714405333303605,-2.3181646989003712,-4.289227299982024,6.0,748479.2759750001,-13660.14013733323,45.381362216058896,24185890.16764018
2023-01-01,2023-24,q4,manufacturing,not specified,total gross saving,1127519.499,1101960.021,10826888.995540211,10.414067230803285,91.34327127143962,7.007910069188283,4.0,766939.4889750001,1029913.194609947,55.232839274989054,25313409.66664018
2023-04-01,2023-24,q1,manufacturing,not specified,total gross saving,656921.8049,914819.5088,9071912.511514291,7.241271386449317,-41.737432879641936,-12.14375769476076,4.0,744239.0552500001,-274182.2973918698,58.5058160181979,25970331.47154018
2023-07-01,2023-24,q2,manufacturing,not specified,total gross saving,705592.3202,977712.3786,7835755.788911809,9.004776810406302,7.408874988920311,16.965232745848002,5.0,769824.7307000001,52276.45293504032,55.97006187461826,26675923.79174018
2023-10-01,2023-24,q3,manufacturing,not specified,total gross saving,671826.3209,932700.7492,11328526.25775673,5.930394701075926,-4.785482825327369,14.010840682819925,6.0,790464.9862500001,-32150.13320269824,56.218103298284994,27347750.11264018
2024-01-01,2024-25,q4,manufacturing,not specified,total gross saving,829954.9128,1182318.833,9049961.108518334,9.170811927786072,23.537123655436098,-26.391081171005094,5.0,716073.8397,195347.51411010284,27.76773573535203,28177705.02544018
2024-04-01,2024-25,q1,manufacturing,not specified,total gross saving,706797.5963,991484.7089,10791802.79664104,6.549393179423103,-14.839036988709065,7.592348286809014,5.0,728542.78755,-104881.95675026358,16.532203669641508,28884502.62174018
2024-07-01,2024-25,q2,manufacturing,not specified,total gross saving,720845.5848,1010479.577,11845237.45349586,6.085530894842959,1.9875546512239772,2.1617673780344626,5.0,732356.1037000001,14327.199948835078,16.251576565379075,29605348.20654018
2024-10-01,2024-25,q3,manufacturing,not specified,total gross saving,696048.576,985135.5943,10218171.035604276,6.81187047637667,-3.439988996655907,3.6054340752162073,6.0,738411.667475,-23943.99442578013,16.09194414581238,30301396.78254018
2025-04-01,2025-26,q1,manufacturing,not specified,total gross saving,761394.1208,1091966.507,9178832.627800887,8.295108448691899,9.38807247843576,-8.260785127314696,4.0,721271.4694749999,71480.23190725273,10.201345573282495,31062790.90334018
2025-07-01,2025-26,q2,manufacturing,not specified,total gross saving,786670.1542,1128529.366,9302391.644091813,8.456644100763425,3.3197043041838015,11.300626702485017,4.0,741239.60895,26115.12296870675,5.2684380362389085,31849461.05754018
2025-10-01,2025-26,q3,manufacturing,not specified,total gross saving,1224291.63,1191200.053,15476576.0082,7.910610391803264,55.62960199564666,69.84103888763944,4.0,867101.1202499999,681068.561035015,26.78758696330136,33073752.68754018
2011-01-01,2011-12,q4,mining and quarrying,not specified,total gross saving,71346.27384,75087.31079,4301423.11044,1.6586667251318565,0.0,0.0,8.0,0.0,0.0,0.0,71346.27384
2011-04-01,2011-12,q1,mining and quarrying,not specified,total gross saving,67872.92466,64670.24937,3938264.8558900002,1.7234220435553096,-4.868297940533328,0.0,8.0,0.0,-3304.256193402517,0.0,139219.1985
2011-07-01,2011-12,q2,mining and quarrying,not specified,total gross saving,56967.37472,55462.63215,3826414.27375,1.4887926566343868,-16.067599848731795,0.0,8.0,0.0,-9153.289814337195,0.0,196186.57322
2011-10-01,2011-12,q3,mining and quarrying,not specified,total gross saving,64848.79494,65815.17671,4147791.06158,1.5634537510984807,13.834971786461846,0.0,8.0,65258.84204,8971.812483809497,0.0,261035.36816
2012-01-01,2012-13,q4,mining and quarrying,not specified,total gross saving,71351.52644,79707.16463,4492506.422524471,1.5882342667838747,10.02752866266292,0.0073621223888764575,8.0,65260.155190000005,7154.794765018512,13.804402852801644,332386.8946
2012-04-01,2012-13,q1,mining and quarrying,not specified,total gross saving,70780.17453,75789.46713,4149183.697652691,1.705881920100147,-0.8007563937408535,4.283372028777999,8.0,65986.9676575,-566.7767730499102,13.39822423330723,403167.06913
2012-07-01,2012-13,q2,mining and quarrying,not specified,total gross saving,55618.24085,59898.65525,4095824.506597485,1.357925388658891,-21.421158934234686,-2.3682570534996894,8.0,65649.68419,-11914.071768903941,15.81973615894238,458785.30998
2012-10-01,2012-13,q3,mining and quarrying,not specified,total gross saving,64858.70115,70446.72106,4355061.397125292,1.4892717974725276,16.614082284481313,0.015275858262531194,8.0,65652.16074250001,10775.677977706828,16.64534864741876,523644.01113
2013-01-01,2013-14,q4,mining and quarrying,not specified,total gross saving,74892.01693,87414.56367,4697162.941710639,1.5944096012714732,15.46949846682213,4.962038889213138,8.0,66537.28336500001,11585.419410758519,17.800068002004675,598536.02806
2013-04-01,2013-14,q1,mining and quarrying,not specified,total gross saving,68133.94,70645.48112,4412465.533523093,1.5441240159806773,-9.023761419480303,-3.7386662968433404,8.0,65875.7247325,-6148.244191291858,18.752387681193344,666669.96806
2013-07-01,2013-14,q2,mining and quarrying,not specified,total gross saving,55660.81198,63145.10359,4387801.539031064,1.2685353128412296,-18.306776358449262,0.07654166933257489,8.0,65886.36751499999,-10189.700368475535,17.57129846641791,722330.78004
2013-10-01,2013-14,q3,mining and quarrying,not specified,total gross saving,64419.19034,74589.19503,4629888.204322178,1.3913767999810929,15.735268761704479,-0.6776435577757423,8.0,65776.4898125,10136.532734112969,17.317794154694322,786749.9703800001
2014-01-01,2014-15,q4,mining and quarrying,not specified,total gross saving,82547.44439,71822.03117,4997229.954167832,1.6518640356174341,28.141077145366687,10.221953919541749,8.0,67690.3466775,23229.740007318567,21.506931402355985,869297.41477
2014-04-01,2014-15,q1,mining and quarrying,not specified,total gross saving,79535.7418,95040.28028,4754315.445346664,1.672916799785476,-3.6484504302411125,16.734393754419607,8.0,70540.7971275,-2901.8221138975605,20.557515180862655,948833.15657
2014-07-01,2014-15,q2,mining and quarrying,not specified,total gross saving,57939.66314,68894.14728,4758720.083496482,1.2175472001586753,-27.152671454684295,4.094175199633865,8.0,71110.5099175,-15732.166374355016,24.134051274531746,1006772.8197100001
2014-10-01,2014-15,q3,mining and quarrying,not specified,total gross saving,68662.60692,72719.58845,4914026.632749397,1.3972778751828474,18.50708685359472,6.587193284491066,8.0,72171.36406250001,12707.44829862674,24.64568291090703,1075435.4266300001
2015-01-01,2015-16,q4,mining and quarrying,not specified,total gross saving,91445.36459,73626.68981,5432905.286661215,1.683176123362858,33.18073503463768,10.779158901590314,8.0,74395.8441125,30342.244126066285,26.36278083243021,1166880.79122
2015-04-01,2015-16,q1,mining and quarrying,not specified,total gross saving,87184.25816,90269.15761,5120390.113643242,1.702687807471899,-4.659729281090286,9.61645190816589,8.0,76307.9732025,-4062.550405982867,26.48078544811638,1254065.04938
2015-07-01,2015-16,q2,mining and quarrying,not specified,total gross saving,63469.33458,61138.11928,5156457.61244469,1.2308708681483571,-27.20092374529186,9.543844648593524,8.0,77690.3910625,-17264.245300749957,26.50029946086448,1317534.38396
2015-10-01,2015-16,q3,mining and quarrying,not specified,total gross saving,75874.85283,68977.18642,5274015.488085801,1.438654342244617,19.545688216351877,10.503891759313921,8.0,79493.45254,14830.262168767638,26.681787440708025,1393409.23679
2016-01-01,2016-17,q4,mining and quarrying,not specified,total gross saving,105674.0462,107420.5262,5803908.400888491,1.8207393863042856,39.27413663228583,15.559762568387182,8.0,83050.62294249999,41502.569289452855,28.892881645237182,1499083.28299
2016-04-01,2016-17,q1,mining and quarrying,not specified,total gross saving,93381.80839,81934.46448,5597462.055325313,1.6682883683178957,-11.632220258449788,7.1085656525588625,8.0,84600.0105,-10862.377633248345,29.99902045068378,1592465.09138
2016-07-01,2016-17,q2,mining and quarrying,not specified,total gross saving,67440.70104,60517.91025,5583995.722212486,1.207749869358401,-27.77961553460124,6.257142108515867,8.0,85592.852115,-18734.76746275182,30.20673111332527,1659905.79242
2016-10-01,2016-17,q3,mining and quarrying,not specified,total gross saving,82751.1557,76935.01109,5671235.64840239,1.4591380226514012,22.702098916378645,9.062690224133373,8.0,87311.9278325,18786.249221460508,30.75478638482723,1742656.94812
2017-01-01,2017-18,q4,mining and quarrying,not specified,total gross saving,96293.36004,103945.4613,6233203.378412149,1.5448454702039556,16.36497306345173,-8.877001020899677,8.0,84966.75629250001,15758.38243243859,23.735932749358184,1838950.30816
2017-04-01,2017-18,q1,mining and quarrying,not specified,total gross saving,84065.05902,82157.27675,5876219.887781231,1.4305975716599955,-12.699007506769311,-9.977049631647217,8.0,82637.56895,-10675.428155519852,23.914231121405162,1923015.36718
2017-07-01,2017-18,q2,mining and quarrying,not specified,total gross saving,69707.30382,67314.83146,5893345.636374887,1.1828137720237013,-17.07933755995358,3.3608825902560646,8.0,83204.219645,-11905.545723360216,20.12126644294368,1992722.671
2017-10-01,2017-18,q3,mining and quarrying,not specified,total gross saving,79546.33046,82691.56421,6065596.995801516,1.3114344806465112,14.114771481345167,-3.8728465033389337,8.0,82403.013335,11227.782766224664,17.510803238524492,2072269.00146
2018-01-01,2018-19,q4,mining and quarrying,not specified,total gross saving,96680.52791,107903.7173,6532017.894423168,1.4801020063423709,21.53989675063135,0.4020712018348638,8.0,82499.8053025,20824.885889779325,19.213967971735688,2168949.52937
2018-04-01,2018-19,q1,mining and quarrying,not specified,total gross saving,83092.09283,94249.68155,6294293.128662696,1.3201179406726165,-14.05498643185885,-1.1573966655617607,8.0,82256.563755,-11678.582373204059,19.556175180512128,2252041.6222
2018-07-01,2018-19,q2,mining and quarrying,not specified,total gross saving,67688.2473,79982.98335,6255112.122874398,1.082126842338605,-18.538280846427913,-2.8964777137466924,9.0,81751.799625,-12548.23738449866,20.01717081565569,2319729.8695
2018-10-01,2018-19,q3,mining and quarrying,not specified,total gross saving,79355.70119,95524.70104,6386199.739896134,1.2426122642899151,17.237045359276127,-0.2396455862861524,8.0,81704.1423075,13678.578209291927,20.758403330383015,2399085.57069
2019-01-01,2019-20,q4,mining and quarrying,not specified,total gross saving,95512.66092,105457.447,6765017.144594635,1.411861328338484,20.3601751200152,-1.2079650527841324,8.0,81412.17556,19446.54502509832,20.38465989469157,2494598.23161
2019-04-01,2019-20,q1,mining and quarrying,not specified,total gross saving,81745.12739,94519.14535,6586064.565056331,1.2411832070963127,-14.414354492260962,-1.621051286740105,8.0,81075.4342,-11783.03244214491,20.475195505968948,2576343.359
2019-07-01,2019-20,q2,mining and quarrying,not specified,total gross saving,63762.19891,71671.64873,6519555.698153948,0.9780144823067414,-21.998777241125044,-5.800192125819759,9.0,80093.9221025,-14026.90410225396,21.625769833149597,2640105.55791
2019-10-01,2019-20,q3,mining and quarrying,not specified,total gross saving,76114.36223,85352.47586,6601578.972765508,1.152972077498521,19.372235479888356,-4.084569742808175,8.0,79283.5873625,14745.053485210803,22.201994286480282,2716219.92014
2020-01-01,2020-21,q4,mining and quarrying,not specified,total gross saving,92739.913,116954.8636,5926912.380410746,1.5647255610951507,21.842856305832846,-2.9030160957638995,6.0,78590.4003825,20257.045934744398,22.644712330053693,2808959.8331400002
2020-04-01,2020-21,q1,mining and quarrying,not specified,total gross saving,67270.31218,65169.36795,5215483.73461598,1.2898192306404184,-27.4634728415154,-17.707251394865064,9.0,74971.69658,-18474.763915956926,26.290546556466463,2876230.14532
2020-07-01,2020-21,q2,mining and quarrying,not specified,total gross saving,58596.32371,63545.52158,6176738.876057046,0.9486611768086474,-12.894229547783853,-8.101783326656609,9.0,73680.22778,-7555.544485729895,24.308527969204757,2934826.46903
2020-10-01,2020-21,q3,mining and quarrying,not specified,total gross saving,72468.60912,78470.33922,6726569.789464727,1.0773486544880813,23.674327213180725,-4.789835982574986,8.0,72768.7895025,17156.455649909727,25.504460886673915,3007295.07815
2021-01-01,2021-22,q4,mining and quarrying,not specified,total gross saving,93706.67025,149601.5578,7031936.312272883,1.3325870157050932,29.306566509137944,1.0424392461959586,7.0,73010.478815,27462.207640314828,27.68884171070462,3101001.7484
2021-04-01,2021-22,q1,mining and quarrying,not specified,total gross saving,74996.75851,92691.83431,5728653.98683535,1.3091514809996416,-19.96646737108877,11.485670393985693,8.0,74942.0903975,-14974.20331727339,25.053702351885505,3175998.50691
2021-07-01,2021-22,q2,mining and quarrying,not specified,total gross saving,64735.17632,85841.50269,6794105.224775558,0.9528138611091133,-13.682700951177418,10.476514943807569,9.0,76476.80355,-8857.52058608302,25.244113719278673,3240733.68323
2021-10-01,2021-22,q3,mining and quarrying,not specified,total gross saving,75837.45394,111204.2968,7138266.577456275,1.062407142085533,17.150301043622783,4.648695291531779,8.0,77319.014755,13006.351654528768,23.78987530545166,3316571.13717
2022-01-01,2022-23,q4,mining and quarrying,not specified,total gross saving,138687.042,141066.6076,10827366.844281292,1.2808935357468796,82.87407447740061,48.00124860908714,8.0,88564.1076925,114935.60247758385,47.0698209695032,3455258.17917
2022-04-01,2022-23,q1,mining and quarrying,not specified,total gross saving,81221.71455,134838.217,9490641.78079738,0.8558084524308741,-41.43525351849381,8.300300124531358,9.0,90120.3467025,-33654.42333585987,53.423449666862915,3536479.89372
2022-07-01,2022-23,q2,mining and quarrying,not specified,total gross saving,62637.8222,101572.9124,7446320.694339953,0.8411915732774153,-22.88044823106975,-3.23989867523079,9.0,89596.0081725,-14331.814481540516,55.02685055540314,3599117.71592
2022-10-01,2022-23,q3,mining and quarrying,not specified,total gross saving,77825.91363,123159.0224,10311926.864301289,0.7547174708872734,24.247476838362992,2.622002172664173,9.0,90093.12309499999,18870.820381678637,55.49282929543892,3676943.62955
2023-01-01,2023-24,q4,mining and quarrying,not specified,total gross saving,145997.2939,152355.9219,10826888.995540211,1.34846948149315,87.59470604367128,5.271041760339812,8.0,91920.68607,127885.90042341981,57.55135736334946,3822940.92345
2023-04-01,2023-24,q1,mining and quarrying,not specified,total gross saving,126922.1371,129287.5375,9071912.511514291,1.3990670317742522,-13.065418057039746,56.26626180350682,8.0,103345.7917075,-16582.907819044147,50.04974193084549,3949863.06055
2023-07-01,2023-24,q2,mining and quarrying,not specified,total gross saving,115439.1867,121025.7867,7835755.788911809,1.4732361473459297,-9.047240034220948,84.29629678280865,7.0,116546.1328325,-10444.060314301465,46.549197831798175,4065302.24725
2023-10-01,2023-24,q3,mining and quarrying,not specified,total gross saving,81455.16137,129613.5946,11328526.25775673,0.7190269900661352,-29.438898784272194,4.663289604609311,8.0,117453.44476750001,-23979.502510279883,53.12645869137985,4146757.40862
2024-01-01,2024-25,q4,mining and quarrying,not specified,total gross saving,101349.4278,159013.9697,9049961.108518334,1.119887992718601,24.423579912429073,-30.581297027725242,8.0,106291.47824250002,24753.158489522608,22.595987365634873,4248106.83642
2024-04-01,2024-25,q1,mining and quarrying,not specified,total gross saving,90145.64571,151096.2036,10791802.79664104,0.8353159097575237,-11.054608134649978,-28.975632013684404,8.0,97097.35539500002,-9965.24788369041,22.431368739476802,4338252.48213
2024-07-01,2024-25,q2,mining and quarrying,not specified,total gross saving,125074.4068,124723.15,11845237.45349586,1.0559045970250858,38.74703077990742,8.346576561596653,9.0,99506.16042,48462.618900582616,31.40134823937579,4463326.88893
2024-10-01,2024-25,q3,mining and quarrying,not specified,total gross saving,82487.70456,124079.9052,10218171.035604276,0.8072648644515656,-34.049093919028685,1.267621563365151,9.0,99764.29621750001,-28086.315997285306,33.15511780894974,4545814.59349
2025-04-01,2025-26,q1,mining and quarrying,not specified,total gross saving,87326.6797,135820.7217,9178832.627800887,0.9513920042021964,5.866298699681005,-13.836040720103615,9.0,96258.60919250001,5122.8438757156955,30.644362701238247,4633141.27319
